  TCP    127.0.0.1:9245         0.0.0.0:0              LISTENING       6928
  TCP    127.0.0.1:60989        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60990        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60993        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61661        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61662        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61663        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61664        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61665        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61666        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61667        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61668        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61669        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61670        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61671        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61672        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61673        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61674        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61675        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61676        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61677        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61678        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61679        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61680        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61681        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61682        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61683        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61684        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61686        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61687        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61688        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61689        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61690        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61691        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61692        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61693        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61694        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61695        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61696        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61697        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61698        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61699        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61700        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61701        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61702        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61703        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61704        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61705        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61706        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61707        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61708        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61709        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61710        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61711        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61712        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61713        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61714        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61715        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61716        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61717        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61718        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61719        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61720        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61721        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61722        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61723        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61724        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61725        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61726        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61727        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61728        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61729        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61730        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61731        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61732        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61733        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61734        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61735        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61736        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61737        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61738        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61739        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61740        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61741        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61742        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61743        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61744        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61745        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:61749        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62186        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62187        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62188        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62189        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62190        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62191        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62192        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62193        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62194        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62195        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62415        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62416        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62417        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62418        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62419        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62420        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62421        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62422        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62423        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62424        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62425        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62426        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62427        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62428        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62429        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62430        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62431        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62432        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62433        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62434        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62436        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62437        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62438        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62439        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62440        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62442        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62443        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62444        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62445        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:62446        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64067        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64068        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64069        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64070        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64071        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64467        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64468        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64469        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64470        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64471        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64472        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64473        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64474        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64475        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64476        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64477        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64478        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64479        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64480        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64481        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64482        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64483        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64484        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64485        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64487        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64488        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64489        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:64491        127.0.0.1:9245         TIME_WAIT       0
