ruta_base	tratamiento	nivel_revision	motivo	lineas_base	sha256_base
vantare-v2/docs/prompts/worker-template.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	64	f21087e1401bed1d5ed04b8dfa0abb4444cde18db782e174a9baaef0464f2d9c
vantare-v2/docs/relative-current-inventory.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	393	29adad366713b715199be486344c9f2da2c11ff2b93a68b008791d7cc920d323
vantare-v2/docs/release-02-licensing-auth-handoff.md	Consolidar	Comparación con sucesor; archivo inmutable	Consolidado; contenido anterior conservado por SHA inmutable y sucesor enlazado.	183	524ac05c682527d893bf9f3c818ec68955faa87b8447eb5ea8599199a91aa567
vantare-v2/docs/release-02-licensing-auth-stage.md	Consolidar	Comparación con sucesor; archivo inmutable	Consolidado; contenido anterior conservado por SHA inmutable y sucesor enlazado.	129	6e2707f24c9a3b20f3a6d835fc266d08a3b07b76e9df98e8a0f1ee04dcfc9ec4
vantare-v2/docs/release-artifacts.md	Actualizar	Revisión focal documentada	Artefactos: manifest obligatorio, versiones parametrizadas, tamaños medidos y reproducibilidad/firma sin afirmaciones no verificadas.	354	a74039f2fcc87d6cc5982c93c5e3740a6e8e16914cad237c6bede66174e60889
vantare-v2/docs/release-beta-operations-runbook.md	Actualizar	Revisión focal documentada	Runbook de release rehecho desde workflow real; retira soporte Stripe y reparaciones legacy incompatibles.	348	0d189d070a2ce7e17b0a73d27db0575d8ea76233b70ac84a4c7f9e64729f10c5
vantare-v2/docs/release-checklists.md	Actualizar	Revisión focal documentada	Checklist única para Studio V3, Polar y releases por manifest; elimina gates obsoletos de dos editores.	128	df2e24955920415939ac52e9955806a891b14525c7d7bb2fb950deb9a2a66a6d
vantare-v2/docs/release-roadmap-execution-index.md	Consolidar	Comparación con sucesor; archivo inmutable	Consolidado; contenido anterior conservado por SHA inmutable y sucesor enlazado.	276	a65fbff11f361181cff1be2a410eee675a3cc2d9ad752dab003e0eaed49205a1
vantare-v2/docs/research/dox-lmu-plugin-identity-and-auth-flow.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	353	ea202559683907e2c2f6504dcb515eff787666b546bfa7756283dc393aef0c04
vantare-v2/docs/research/telemetry-architecture-2026/00-repository-state.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	64	cf3c4ac9c4e16bfa509e35d9734f21c8b7e65c6ac33a2657228321d267a1c19d
vantare-v2/docs/research/telemetry-architecture-2026/01-current-architecture.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	1242	342dad49f96d1a6ee8aaa8ad4effbe15517715ebc137af11e78fe8f5963c1dd1
vantare-v2/docs/research/telemetry-architecture-2026/02-current-architecture-defense.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	608	7c197ec173e5dd55cece9eda1e35ed240c7256a11110095813ba59866364dcb9
vantare-v2/docs/research/telemetry-architecture-2026/03-simplified-architecture.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	582	e960a25373b3ce721773f2b9a86765c1ad26b4dfaf9ff07f83fb1d0b9e7e0f88
vantare-v2/docs/research/telemetry-architecture-2026/04-multisim-model.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	1101	0824bd0d8e0219252eefbca895c90091aed2c8995f60936cdd95ad0fb382a2b4
vantare-v2/docs/research/telemetry-architecture-2026/05-performance-and-benchmarks.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	190	c98d86b1c15fb7f437baa6d93f0a196edd44c79ef90290a5b025eadba16a20ed
vantare-v2/docs/research/telemetry-architecture-2026/06-reliability-review.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	435	b45e1c7e56187c9a0a908d92fd2431d1aaec7283d09aa45f85d2f0bc9bec4924
vantare-v2/docs/research/telemetry-architecture-2026/07-llm-maintainability.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	526	6f01f30fb83020ca68793d5a7f281e58b3902fc529e3a06b09053ef95505b563
vantare-v2/docs/research/telemetry-architecture-2026/08-alternative-architectures.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	786	0d2ea2d0ebe5e5415f9ac2ab18296a337106a8cfad5148655375bda173842adb
vantare-v2/docs/research/telemetry-architecture-2026/09-cross-review.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	215	0eb4819a23124dde9f7224dd1241089b7a79aaf0633c609db0dabbeb5ead3713
vantare-v2/docs/research/telemetry-architecture-2026/10-decision-matrix.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	275	7187dcabe9a6d473c711e6e85d67493dc6dad4c193bebbe5d49fdafeabc9fa9e
vantare-v2/docs/research/telemetry-architecture-2026/11-final-recommendation.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	589	a5dda1f288e5d2eda50b0b4e319895be63d760e8fd00f2b49282852c759f3353
vantare-v2/docs/research/telemetry-architecture-2026/12-migration-plan.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	859	58ff67dc397189da1d4050247d876b211b288a3d5de858144620585e7a4f9193
vantare-v2/docs/research/telemetry-architecture-2026/13-contraste-sol-isa372.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	52	a59b2ed31d40e9e26d85e2d77762840167292c234ad4ae8d56dfdcb575db6164
vantare-v2/docs/research/telemetry-architecture-2026/bench/.gocache/trim.txt	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	1	a26ddfdf3929bb2d9b6f561c97558643d7f53da76b914060d226aa4c18dcf804
vantare-v2/docs/research/telemetry-architecture-2026/bench/results/existing-app-benchmarks.txt	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	13	9b5e3ba8f0bf1fb5a4061773fb1e1dd4f131bf2c7eaa223e69fc6bb3267b1680
vantare-v2/docs/research/telemetry-architecture-2026/bench/results/existing-telemetry-benchmarks.txt	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	43	0f146894b7a9f261898681667df50bb1e971c1ccb6775d7df76712800bb87496
vantare-v2/docs/research/telemetry-architecture-2026/bench/results/frontend-json-and-adapter.txt	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	23	d05ab18b99dd0b2a54c4fdc5804bf188adc5a1d07ed15de5f9c230d31efcdaa8
vantare-v2/docs/research/telemetry-architecture-2026/bench/results/latency-and-gc.txt	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	10	64b39519920528937eecd8a04a06947f9e0149cca32f1f12b5d0d4a6eb63d4fc
vantare-v2/docs/research/telemetry-architecture-2026/bench/results/payload-sizes.txt	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	28	370b61e5c584124217965d2ee3daddea1a29ff715013d29364aba8c05ffe54b2
vantare-v2/docs/research/telemetry-architecture-2026/bench/results/transport-payload-ceiling.txt	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	28	5811b2112520a5d635276fb7e37111afa663170cf2a219a90e6b12e6d5ded952
vantare-v2/docs/research/vantare-lmu-datacore.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	243	0c1d2fabef281543fbfecf8825d49e922d1e03dcb8d031a698eed15fb50a2b22
vantare-v2/docs/resolved-bugs.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	238	b0b572d6cb629df2a0b0b11012e7ab9564463ded810be93610544685ab29a68d
vantare-v2/docs/roadmap-agent-guide.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	93	e8b643e3251310346b5bf8b0657599e73b94980c695d30b1daa2790d67354d8b
vantare-v2/docs/roadmap-execution-board.md	Consolidar	Comparación con sucesor; archivo inmutable	Consolidado; contenido anterior conservado por SHA inmutable y sucesor enlazado.	370	40cee22557b82db6fe87dcc4dc2ad0959e6032592c84efaf439e24d97a1e1463
vantare-v2/docs/roadmap-maintenance.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	108	f8a03451fd65b14c967967571333df9b0110cc0be3cf687c353e33f4f0188a77
vantare-v2/docs/roadmap/plan.md	Actualizar	Revisión focal documentada	Precisa alcance de depuración interna; hito docs-public-reboot sigue plan.	1381	993bdb2cc8e3ab16eddb38e81639bcc3dbd24a733c70b992e93b035e99831576
vantare-v2/docs/runbooks/supabase-backup-restore.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	36	ef710a00fe87b69486f80c7efc033b94eefd67d83ef40aa5496e6a3ed74f0a48
vantare-v2/docs/runbooks/testing-center-access.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	55	dcdf4dc210369a5769493d030bd4ce0f90be0b543877c410d8cba61753b3bee4
vantare-v2/docs/runbooks/testing-center-candidate-feedback.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	126	206d6756ef23579759368788d55feaaf91bf2f33273d1fcd53061bddb502809e
vantare-v2/docs/runbooks/testing-center-codex-control.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	84	6609cad24916c5fff307c3c5180dbe66c4f2a284e373a3cf990999107aeae1c9
vantare-v2/docs/runbooks/testing-center-codex-dispatch.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	100	9b0b2b97b98daba4302186c0f89391547de1782c8b58f4c40fd60620c5e8f5a1
vantare-v2/docs/runbooks/testing-center-codex-dry-run.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	91	382821a965c0cd70949db421a102a89be9cd408d146d02a5127850bfab682f8a
vantare-v2/docs/runbooks/testing-center-codex-evidence.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	48	374edcf35a58d0fbdcb197d45fe9f671c21273c2cc933a67996272a05ff7b983
vantare-v2/docs/runbooks/testing-center-codex-human-handoff.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	94	0ae0ba5e91fc37fc1f35bf6b9b86985a10b278b7f9101ea1a1c7d7d188ed3042
vantare-v2/docs/runbooks/testing-center-codex-risk.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	80	8206f5f105cf3817540b1d5883c3570fac9bb081d37c3217ec61f658ee15f3f7
vantare-v2/docs/runbooks/testing-center-diagnostics.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	84	c4f53099d559d5428c452f8b5bcc2c23aae516f9e55c56b824456925d5e9656a
vantare-v2/docs/runbooks/testing-center-github-delivery.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	113	b976c69893e10409051458c0c5aa9b4aa39e32e4b8f40ef431e75197c0679027
vantare-v2/docs/runbooks/testing-center-github-projection.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	109	cb34caed47c53dd06c4598505a9b4f867b105c28e7b3fa17056d2b13a2cd7e02
vantare-v2/docs/runbooks/testing-center-linear-contracts.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	104	1da31c7fef7302bbc449e922f7facab4470c65002f3e5dcbd662ada5b2191166
vantare-v2/docs/runbooks/testing-center-linear-outbox.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	90	abba2f84387b03f286a8b42777ba0026fd7ba5b0cc1b8621d9ca475eb5168338
vantare-v2/docs/runbooks/testing-center-linear-pilot.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	290	f2a544867da8c6a0b0d209f132180fe16b7abd9400b1ccaa70eecb36fab5513d
vantare-v2/docs/runbooks/testing-center-linear-webhook.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	115	d60f20b48f3d7ee703026b9a431ded4f09ec0bf1f2cc985bc18740a538611f8a
vantare-v2/docs/runbooks/testing-center-posthog-privacy.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	133	0ef678b8a3969215eecfdcf69bc30b9b10b247066bfbea4ab6657d957240999b
vantare-v2/docs/runbooks/testing-center-report-draft.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	75	ef429b263c21cf86dbccecce474d55ff92a0de3b77ec0695790b17e344ecc901
vantare-v2/docs/runbooks/testing-center-report-submission.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	70	d13ef4af3ba9e0f9e3de6e4e0404d587b6096a221fe34ac692f40e72674debcc
vantare-v2/docs/runbooks/testing-center-schema.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	44	592448aa7a085981da4a8e2c6efb3d405d26e6ddef47c94dd16fe913efa866d9
vantare-v2/docs/runbooks/testing-center-screenshot-evidence.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	129	13f8889ddf08774f9e5f757c639cec2a154ef8dfa2f54f43bd2675580df70bbb
vantare-v2/docs/runbooks/testing-center-triage-outbox.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	104	864216c2ea01bdd4df87ccc76aed30d2f185dfef25a544436e9b9c33cfc98622
vantare-v2/docs/runbooks/testing-center-ui.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	89	d4beb9a166d118fc3ce8c8ac09bc0fce334f449eee844ec8930b84f66bbb0490
vantare-v2/docs/settings-information-architecture.md	Consolidar	Comparación con sucesor; archivo inmutable	Propuesta SET1 anterior al Hub actual. El bind LAN propuesto no está admitido; consultar Ajustes en la build y el handoff para sus contratos.	102	88e25dd20c43b226802840d45efa6557c5bcb3009aafc017d81a08290b436c98
vantare-v2/docs/standings-manual-verification.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	64	9da828f2980c08365e2c51b4afadbff6958e30735decefbdbde7f1057a3cdb97
vantare-v2/docs/strategy-planner/ciclo-editorial-local.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	118	cc79f4f46970ce923f7e25dac7d0a772043b7939efe239f591fb615c31c1cee4
vantare-v2/docs/strategy-planner/evidence/isa-152-strategy-live-engine.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	78	6c88c380840a6f8ecf1766f6d90bf12df25f9f14f0d6094b3d6a5138fbcd303e
vantare-v2/docs/strategy-planner/evidence/isa-694-spike/README.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	30	50e2d331f542e17e1d9bd6e1c3ed3c0d149fcd9014d4cdd707f65daa9323d3fc
vantare-v2/docs/strategy-planner/evidence/isa-694-spike/informe-f0-1.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	429	68eaf112ddf08d78dd9721645d5b37d498cfae31fd82baff33acf9fff916a9cd
vantare-v2/docs/strategy-planner/f1-2-contrato-estrategia-observada-v1.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	63	c9b771c6413a3a139aeea6596405e99e21c0834282331d2c0579685340a4b92c
vantare-v2/docs/strategy-planner/f1-2-contrato-proyeccion-v2.md	Actualizar	Revisión focal documentada	Corrige compile-only contradicho por productor y cálculo conectados.	83	62d247c99b5d5a49833ae7d583343e2cb49f88d4ef78a3efcd1e861576f25419
vantare-v2/docs/strategy-planner/f1-2-contrato-segmentos-temporales-v1.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	126	73c1d30c654bd142f0003c6b96d7bc0abd91b0312011416ace7da649e4e25bb8
vantare-v2/docs/strategy-planner/f1-2-matriz-v1-v2.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	99	65cea89899f338bcb063ef264bb563a33b48a74f493df095deaf669afb9f66ce
vantare-v2/docs/strategy-planner/f1-3-contrato-catalog.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	82	d68ab91d904b70248774536f8e798ee26820137c2ab24b5a5c3fa7d53a135ef8
vantare-v2/docs/strategy-planner/f1-3-contrato-curation-bundle.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	48	6e094bde0de990729093bda166d66a9f50e6c0a1818892e4afc95435082bceb5
vantare-v2/docs/strategy-planner/f1-3-contrato-documento-v2.md	Actualizar	Revisión focal documentada	Contrato Strategy ya implementado con PlanningInputs y migración real, no compile-only.	72	2947989f03bb33047d4849031ed9291422c376bf9cc92740abea9de8a0dce254
vantare-v2/docs/strategy-planner/f1-3-contrato-pilot-profile.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	30	fbb4677fd3c24f27be0aceb64e163dbc51bc48dea85d078915ebb378e477c7f8
vantare-v2/docs/strategy-planner/f1-3-contrato-solver.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	606	5e1f34aad7c5667ab80a92055841ca0120ea7a51119c7b474d77e4c8f5f8bc8e
vantare-v2/docs/strategy-planner/f1-3-contrato-weather-readmodel.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	30	d2a2f436fe3872e0e8ba4d0705a77631aea395120839f6db13cdf382d9c6f2cb
vantare-v2/docs/strategy-planner/f1-3-contrato-weather-scenario.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	30	9a3e160f194d1c75512cabba55dfce52ff16cea6a08e0c62e087132a1a82680d
vantare-v2/docs/strategy-planner/isa-694-current-state-and-rework-brief.md	Actualizar	Revisión focal documentada	Delimita contenido histórico/compatibilidad y enlaza sucesor específico.	778	25d3ff3579c4d9c7d09b7c3bc7a06f8d3f6bbba9f35edbee10bd3822a71ac7b5
vantare-v2/docs/strategy-planner/isa-694-f5-propuesta-ux.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	76	e2a5c2a9b4c264ad33339545a580d222c161a40f6d8b873aedb9207e66952d87
vantare-v2/docs/strategy-planner/isa-694-plan.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	412	f3a0a00bfe6b1feebbde4ab0cac0877af1c74cef6f7f215684a66fe21ef2f03d
vantare-v2/docs/strategy-planner/isa-694-spec.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	389	bc3aa1c92624f7640f2f8cc1269654f3588036fca8b97b5dda6c0ba607e1f388
vantare-v2/docs/strategy-planner/isa-732-migracion-localstorage.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	70	0decb2e830e6519c691e458bee341b13d737081010cc513b919936bf180a1e81
vantare-v2/docs/strategy-planner/isa-743-curvas-derivadas.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	62	3d2c3823b3f4930759ba6bf513f1407a59cd27558e65d754ff944f953b9e0acb
vantare-v2/docs/strategy-planner/isa-744-pit-observed-producer.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	84	3cadd3e7c3206d0831178d744b1f7568e522daf626f95d5b25d11c2a89a9c3d8
vantare-v2/docs/strategy-planner/llm-editorial-prompt.txt	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	20	0c163071984585a2e2950056d9e10a5703b719ec517824582e8844c239e48705
vantare-v2/docs/strategy-planner/pb-to-str-map.md	Actualizar	Revisión focal documentada	Delimita contenido histórico/compatibilidad y enlaza sucesor específico.	91	6ed9921297670afae974cdeb5a6ec108a444788c55f727ee8953aa3bd78323a0
vantare-v2/docs/strategy-planner/projection-ownership.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	110	a18f47cdc5ed2199c95a31dabb96c4607dd7f717ae3fe062cc6e67d69ee1c96a
vantare-v2/docs/strategy-planner/rescue-matrix.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	216	0f4967590857de7adbdb6d5ad4bffe308da09e41332ff1612d230533f6d38bfe
vantare-v2/docs/strategy-planner/str-00-audit.md	Actualizar	Revisión focal documentada	Delimita contenido histórico/compatibilidad y enlaza sucesor específico.	296	2ad986d0eb741ad974cbfab46ac7521eee0205b16ea0ce52a021841addc526da
vantare-v2/docs/strategy-planner/str-01-delivery-paths.txt	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	35	4c72b807172a9f67be3d676fb78b767f50eb99979a25c671c649f777e3d49060
vantare-v2/docs/strategy-planner/str-01-product-a-characterization.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	192	189701843d68e6d89d230cdbd1bc3b64e99e4605b475e9f07bde2204a023282e
vantare-v2/docs/strategy-planner/str-02-canonicalization-memory-benchmark.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	67	8f6e9ee6a680f698f539badeea689e3dd47fbecf657d336d543c3ee316e6b44e
vantare-v2/docs/strategy-planner/str-02-contract.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	241	987aceebec17de29b15537fd804ed4d7bb40df1df77b2920b533caca1db1f060
vantare-v2/docs/strategy-planner/str-03-repository.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	184	43553a996baa9139946da16b835cbbce68d4689a7f99ac2f718fbf70d7e5b24c
vantare-v2/docs/strategy-planner/str-04-application-service.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	130	c6da7c64ff1e8d0a89384ddd2fffd70615f7c9835edf1caacb74089bc74a3bc9
vantare-v2/docs/strategy-planner/str-05-manual-calculation.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	203	9943c1e010d85e4220491915305d7959cbe9bf6a5ed138ea30c384a7807ba05f
vantare-v2/docs/strategy-planner/str-06-tyre-inventory.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	130	4d101acdebbd8dde2b83826f34c649ac378039e3c19d8d10392331bb694cfba3
vantare-v2/docs/strategy-planner/str-07-shell-visual.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	140	e44440170d42f489a2e8cf20925f03e1b1756801b2a68a4dfbf0369e47c52422
vantare-v2/docs/strategy-planner/str-08-stint-editor.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	110	98080cb423f144d9d3e237481459aa37c56124fce9b86055666de5ef3f0189c5
vantare-v2/docs/strategy-planner/str-09-manual-inputs.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	115	eadb07587802db320af93e0c8f47f1b8222e0c7ddcedd35f1324788b3e2f5e64
vantare-v2/docs/stripe-integration-plan.md	Actualizar	Revisión focal documentada	Delimita contenido histórico/compatibilidad y enlaza sucesor específico.	116	0304a27884c6de057b42dea720256aed2bf1c4660ef7a53e5beb7269d28c3126
vantare-v2/docs/stripe-licensing-status-audit.md	Actualizar	Revisión focal documentada	Delimita contenido histórico/compatibilidad y enlaza sucesor específico.	413	06e26eaca61d8c451ad03ab771643548a8c1eb352e9de587ab108596a3e539c4
vantare-v2/docs/stripe-webhook-deployment.md	Actualizar	Revisión focal documentada	Delimita contenido histórico/compatibilidad y enlaza sucesor específico.	191	c707f3b4253f2eceb5ba9812213467f86fc9168cbe2793c6e4c97d12cbd342d3
